working_age_prop,female_pop_prop,women_edu_secondary,women_literacy,no_insurance_women,women_anemia,wife_beating_justified,decision_autonomy,ipv_12months,modern_cpr,unmet_need_fp,demand_fp_satisfied,abr,tfr
0.3201787994891443,0.1532567049808429,0.0,0.0,0.05683269476372925,0.0,0.0012771392081737016,0.0,0.0,0.0010217113665389576,0.0,0.0,0.02886334610472542,0.0
