district,region,intercept,working_age_prop,female_pop_prop,women_edu_secondary,women_literacy,no_insurance_women,women_anemia,wife_beating_justified,decision_autonomy,ipv_12months,Local_R2,latitude,longitude
Savelugu Municipal,Northern,65.18063437277848,9.490670168772533,2.167029053573348,-0.32096011409671643,7.536365008160996,-15.102401336953056,-0.34210655093280096,-0.3660629873950825,-3.6948710020687257,0.23944320339952396,0.9708009954547695,9.6260647,-0.8258943
Tamale Metropolitan Area (TMA)-Tamale Central & Tamale South,Northern,64.33867381306146,9.823545556705666,0.9829946311821587,-0.5199762655907927,7.264529231913063,-14.99452039910358,0.047993932323606714,-0.20300729659338135,-3.5963153343904497,-0.16609484952437015,0.956673280694814,9.40078,-0.8393
Tatale Sanguli,Northern,61.00372013491991,8.34675111559416,-0.3391402728733688,-41.414961404877886,37.55473384223134,-7.19198304050115,-5.807662435280207,-6.983548926286105,2.9579213062504692,-4.635983496750596,0.9780920700974292,9.34906725,0.514632473680653
Tolon,Northern,41.194294885327395,10.225943008831358,0.6635942410964226,-4.493125106979461,0.1266625587298913,-24.336501417529462,-9.942578686389886,18.30862373838949,13.57638232570362,-3.303847564779579,0.970403482800288,9.555956,-1.19792230212529
Yendi Municipal,Northern,63.41067421624031,8.628197327793343,1.7729061039067915,-56.55069638863867,44.55854339794449,-0.2915256844817051,-13.783718367728945,-11.182782728019589,9.345501195762438,-6.0583291108163255,0.9731070280629072,9.4739214,0.022769270127783
Zabzugu,Northern,60.88075802206724,8.44351293600976,-0.5577517416300992,-35.71693543314208,33.120933358561985,-8.740423856082664,-4.634569172713832,-6.13990235183028,2.1201492659639953,-3.8678182790051547,0.976314911017345,9.294058,0.367064
Biakoye,Oti,60.46367211135238,8.882757455704185,1.507070631278169,8.498324530404442,-10.750284355791315,-5.221881987816392,-7.24869471352666,-12.454451437509176,3.5054733896718933,9.016286108315438,0.9746871401715689,7.39217985,0.262973639210098
Guan,Oti,61.97628141211703,8.42602176729179,0.8849007847574883,6.65644718326417,-1.8490843933087113,-6.980077411684358,-1.1195837730684168,-6.889063909292421,2.62692918776421,2.2803979775462224,0.9713806174167284,7.19092,0.60951
Jasikan Municipal,Oti,62.218098916664594,9.144279578467,1.0599116269753281,1.8591003356693108,-0.2571888168301797,-6.518346845954866,-3.448568305352456,-8.213518950021111,3.6059492301757885,3.05818076098182,0.9736095371950089,7.40707195,0.466071316332564
Kadjebi,Oti,59.92711622393271,9.724987604943607,0.8083955652830088,7.013488886315578,-6.1982399708550355,-11.402113890930881,-1.5580035666818457,-6.829679405262077,0.5404016522352162,5.346723598014218,0.9738872500932119,7.7210325,0.534053201682814
Krachi East Municipal,Oti,60.83068112764788,9.907664831909706,1.201039767855665,7.685551680507624,-7.482795814455657,-9.96736937358661,-3.0426693583418274,-7.422509606127123,1.5853876172452024,5.81115245660726,0.974712443382368,7.69817,0.22447
Krachi Nchumuru,Oti,61.58400677133933,10.391795151364297,1.1932115171959516,8.029975853916339,-5.56251059790585,-12.14012262596312,-1.0057386880612045,-3.6446641593848637,0.3778050550437506,3.3485677906849523,0.9755777688495835,8.1892008,-0.0866133771431008
Krachi West Municipal,Oti,61.829125925586325,10.290800841262637,1.4318297024640696,8.358196696598549,-7.197291762502976,-10.088362681245886,-2.7901545460591812,-5.967309132551756,1.5059839174953478,4.847867938455553,0.9752420150579859,7.8,-0.01667
Nkwanta North (Kpassa),Oti,58.66639405949183,9.915622142475579,0.458784883301834,9.40000985528495,-6.766720263926615,-17.191998814137655,2.6984849670934246,-3.553017535221927,-2.721516048369807,3.8057276865018626,0.9752590693410175,8.4892994,0.3094664
Nkwanta South Municipal,Oti,59.77318271270618,10.014411601588742,0.506695266108169,6.14067917269932,-3.8537653946717594,-14.839044712563737,1.1855746467528423,-4.015751108084513,-1.2680597065827237,3.381034256041609,0.9751389921921554,8.25811615,0.509975335946734
Bole,Savannah,85.30661250045966,10.639315877435843,0.9990956125785075,-23.702697074096807,32.76754150181535,-8.700232390419632,0.6996445311073032,-17.63795960407745,-6.666260938500194,4.043155428795602,0.9825797596775803,8.69166865,-2.17855621492469
Central Gonja,Savannah,54.669483460843516,10.038079755128912,0.2717859165656584,46.64569197691067,-38.366149655663556,-26.966730410252097,9.521528885466957,0.12517845025826446,-5.986613162556349,11.013355779778708,0.9669002547810214,8.93715119999999,-1.10983922943129
East Gonja Municipal,Savannah,56.078755430528915,10.492207038943837,2.1700925096720542,30.858153778288916,-27.68608678254072,-21.11615048117166,4.567801982388154,-2.62645398325928,-5.700982350736474,7.073344443454339,0.979584671677421,8.347473,-0.7895018232454
North East Gonja,Savannah,58.970117622337206,9.387291737238465,-0.10667038751182645,11.85694873918743,-6.704576187177395,-18.475914808097826,3.071314867505677,-1.0342326757939162,-3.9342586505239296,2.8566280865890405,0.9650122075065223,8.98787705,-0.403868101269744
North Gonja,Savannah,58.970117622337206,9.387291737238465,-0.10667038751182645,11.85694873918743,-6.704576187177395,-18.475914808097826,3.071314867505677,-1.0342326757939162,-3.9342586505239296,2.8566280865890405,0.9650122075065223,8.98787705,-0.403868101269744
Sawla Tuna Kalba,Savannah,79.98679349020102,11.345673631059746,0.34431618898488026,6.5965487184322225,7.841620002384985,-9.546911402231844,3.6245753136143146,-7.468462877603448,-10.551253076959144,1.08076716350471,0.9777374347212787,9.4809443,-2.41330933679435
West Gonja,Savannah,74.44546299589499,10.609353517151703,0.23110075750577153,4.8838928575298945,7.053318586994065,-11.57818307034298,3.9061662579597654,-6.577054296708301,-9.815781710246078,1.454821406788266,0.9746549878649365,9.5267018,-1.5071681
Bawku Municipal,Upper East,17.432809468827664,6.828753438831389,3.478147128192248,-9.206055706692363,6.553210942983335,-33.12661905980246,7.722024787189967,10.727841579708084,-0.8141773125750709,4.88307833090502,0.9716393300717929,11.0607602,-0.2422876
Bawku West,Upper East,17.460843728696176,6.965828264249454,3.482501247305997,-9.258827226491093,6.525063487994027,-33.213254592836435,7.579906314078582,10.733706509362158,-0.896962148489068,5.087832142816354,0.9711381175586812,10.84277,-0.492947618512454
Binduri,Upper East,17.43260220539224,6.901118962212917,3.4790510068675715,-9.226054871856691,6.513273856121419,-33.10264521608017,7.737798764611206,10.714731897983814,-0.7962786406305986,4.891930797787833,0.9719134109768012,10.9694889,-0.3062234
Bolgatanga East,Upper East,17.675017546185614,6.804319650201046,3.472038062392908,-9.329616662343764,6.92290532474428,-34.202021235664034,6.39417640656233,10.94563564558903,-1.693898196477889,6.358259885150742,0.966423463028905,10.7853963,-0.8487322
Bolgatanga Municipal,Upper East,17.675017546185614,6.804319650201046,3.472038062392908,-9.329616662343764,6.92290532474428,-34.202021235664034,6.39417640656233,10.94563564558903,-1.693898196477889,6.358259885150742,0.966423463028905,10.7853963,-0.8487322
Bongo,Upper East,17.68326749862748,6.67058546742798,3.4201609893584894,-9.314608807304614,6.9662512544229465,-34.28676092757077,6.314996111631949,10.92779744321781,-1.7244767016612057,6.415433741286208,0.9653553280971874,10.9166838999999,-0.805767855895511
Builsa North Municipal,Upper East,17.45982700410344,7.399206956011378,1.965170509523551,-9.423830404933607,6.122355776137081,-33.09545879178403,7.768028008651878,10.394552398751664,-0.5414273321283742,5.1059244904868795,0.9623987062039054,10.73472,-1.29056
Builsa South,Upper East,17.445798529353144,7.703017811434281,2.076554875074537,-9.479925969978426,6.003794123820565,-32.96635215218885,7.847416667542996,10.400845280842505,-0.517605657322999,5.062369283019852,0.9653587510455568,10.53032385,-1.26246582508358
Garu,Upper East,26.263172464448395,7.08304570382269,3.517489759824471,-8.053180584580826,11.521575322692806,-28.622696948720378,18.112796067690176,-2.541611830035797,-13.84245526162943,8.304546121481414,0.9742005078579211,10.76975475,-0.21182067584702
Kasena Nankana Municipal,Upper East,17.466881688078324,7.223505913577005,1.8990881839152802,-9.39173976925019,6.188439562431164,-33.16762168814253,7.725805069685454,10.389416662522514,-0.5537849152985828,5.123526537229187,0.9604670667249233,10.895598,-1.30768
Kasena Nankana West,Upper East,17.466881688078324,7.223505913577005,1.8990881839152802,-9.39173976925019,6.188439562431164,-33.16762168814253,7.725805069685454,10.389416662522514,-0.5537849152985828,5.123526537229187,0.9604670667249233,10.895598,-1.30768
Nabdam,Upper East,17.542231171154423,6.863959942538461,3.4746919085963057,-9.27796725943514,6.694937379227027,-33.6088731642528,7.101237099093563,10.816937128512208,-1.217108210087572,5.589762753871655,0.9687123180920605,10.8469045,-0.661562047243897
Pusiga,Upper East,17.426014213755913,6.775999222181427,3.5116522263243795,-9.17238168248497,6.60082701572947,-33.092525593613566,7.7957847561020115,10.772159719030713,-0.8073620995789503,4.763203030662897,0.9720071554009572,11.0854045,-0.1276855
Talensi,Upper East,17.46427770518026,7.172827611947072,3.491903714816388,-9.308043128685359,6.440933703576092,-33.15979724407245,7.613690360622593,10.728487010706914,-0.87810447948744,5.106763766340368,0.9716911523911245,10.6451057499999,-0.62587443176215
Tempane,Upper East,26.25348141736754,6.975390460641912,3.5157106082359526,-8.02069792601732,11.570082392588272,-28.63661697622724,18.111907998610736,-2.52030068900366,-13.840710257078278,8.261076472606124,0.9740467694602206,10.9030714,-0.0914351270233069
Daffiama Bussie Issa,Upper West,79.66030736538396,9.792249421623701,0.12067661234998361,6.410898787192522,8.307262373673074,-10.520678520968303,4.534149061108886,-8.925995362723608,-12.135579340889045,1.8667394331952782,0.9650923468972479,10.36748405,-2.26222672458466
Jirapa Municipal,Upper West,79.3152378199679,9.997554626885716,-0.048425267719489185,6.345591556704251,8.266716155101951,-10.630366663685763,4.299063961475084,-8.405900416001238,-11.711194252678357,1.6977812217376602,0.9621377898485948,10.5366328,-2.7008646
Lambussie Karni,Upper West,20.870002023580508,9.268970753712843,0.05205345023817287,-8.977205326604787,3.8790448179822494,-31.602933564001518,2.628695583463816,14.872796756774031,5.570582815444848,1.9110687105123647,0.9558904898110359,10.846747,-2.708741
Lawra Municipal,Upper West,79.29637708363832,9.983528429567423,-0.06670451263331145,6.348381580019797,8.25467047779807,-10.672002617688172,4.156881470025056,-8.248526666155314,-11.552664148816046,1.6472264865379325,0.9609491780042962,10.61348995,-2.86412434170417
Nadowli Kaleo,Upper West,79.97072209034988,10.493938547729568,-0.07674933727209421,6.488907813330909,8.114296319659628,-10.145290762523125,4.1746681215896615,-8.378097901695956,-11.59981808660167,1.4626272193929646,0.9670255692859175,10.2868347,-2.6394776056347
Nandom,Upper West,79.98825792488117,9.314635419546685,0.03330969718694732,6.593321041553416,8.650266678603863,-10.716100216953507,4.5473863198521585,-9.10434939081464,-12.394746775951063,2.050356710405202,0.9559951246633871,10.8520701,-2.760077
Sissala East Municipal,Upper West,17.438394286750164,8.397171456867898,0.736815226119182,-9.592057782522325,5.670262201048293,-32.60104112935332,8.495918213527446,10.295565789995335,-0.09893489800348831,4.494123822232828,0.9620446539103964,10.59705475,-1.85050542952138
Sissala West,Upper West,20.864104346207142,8.753636744235163,0.33590579136855503,-8.970284999408394,3.901193780935218,-31.7605130193784,2.4805205372111514,14.744986750761393,5.5363896342798125,2.041475550095024,0.9583833467716462,10.7467085,-2.29346951572635
Wa East,Upper West,79.79689067279863,10.720748677017726,-0.022607027555611836,6.421142280522053,7.950564841426079,-10.057094294863102,4.049766556655193,-8.136793300764339,-11.302572288823864,1.3323260772564254,0.9709607320932087,10.06069,-2.50192
Wa Municipal,Upper West,79.81145157960772,10.720888756974709,-0.023482364795336608,6.42554847121183,7.9533910542135535,-10.05305811057297,4.049484093802087,-8.140852570673916,-11.306517155817888,1.3324478561636557,0.9709259690586636,10.0623261,-2.5054273
Wa West,Upper West,80.19639118397959,10.991651320562006,0.03880628397419272,6.598736139348569,8.047173999030631,-9.880428123991754,3.848816795985898,-7.854828445620412,-11.040667081723287,1.2462791759731848,0.9724086492271204,9.8985772,-2.6832633
Adaklu,Volta,64.93328578960406,8.230677839732149,-0.07910220654448175,18.83583174124159,-8.4911110051112,-9.962545644767319,4.44322073268018,-3.929167469758852,1.6960960523481212,-1.9913091236306961,0.8925659180792996,6.4470511,0.6286474
Afadzato South,Volta,61.587073752540086,8.321031928495582,0.8949748706836589,15.448824661345107,-5.945953204398938,-9.08381714651517,4.385980595981536,-7.251927607617979,2.164021504354201,-0.6350744287331231,0.9675402053796662,7.0222497,0.561946
Agortime-Ziope,Volta,64.90217211549096,8.069263359579772,-0.2591671023262663,18.866918716790423,-8.475820985964708,-10.074727056218476,4.378751007504618,-3.918201252491758,1.6727732154727688,-1.9760573292569568,0.8948931164215417,6.42618935,0.732357165932429
Akatsi North,Volta,65.10916334708921,7.784631315927444,-0.7545140737192142,18.83062874941847,-8.434893147948323,-10.039690064223139,4.381779410459369,-4.116946204079628,1.357357932459795,-1.9752997887908812,0.8764136286540402,6.3108306,0.876439062223793
Akatsi South Municipal,Volta,59.77446283958291,10.01500706748902,0.5071487785956981,6.141339824284934,-3.8547948197519366,-14.838477658082361,1.1842277733279731,-4.014868031684594,-1.2673501779379497,3.3805206635327663,0.9751376279207145,8.25846,0.508747
Anloga,Volta,40.90440404451709,5.616153259997729,-1.6303900596167082,25.303802220671592,6.563411298137387,-26.742289873052844,-12.900284329298763,-5.461233358725991,5.732709572788199,0.6712899699594423,0.8119224928500773,5.7936484,0.8984702
Central Tongu,Volta,41.06021572377869,7.054791738887161,-1.1197202738806027,25.586229555070606,6.0751684858802895,-27.033301242042846,-12.602530053314526,-4.571024998221909,6.966206676818027,0.8300829013805338,0.8564068298732164,6.16884364999999,0.611561745917151
Ho Municipal,Volta,64.71300117030455,8.54255954364045,0.5508417246218293,18.85502811448502,-8.33290593064142,-9.843568214922865,4.459404823173714,-3.9269731020660243,1.965005423783924,-1.9478342779859572,0.924805993982348,6.6126598,0.4688932
Ho West,Volta,64.71915997260663,8.499724651584447,0.5294243244084189,18.83433590758765,-8.350654182095829,-9.85644366831168,4.450171677329866,-3.9425405524984978,1.885046750409498,-1.9557128557465475,0.9202703206971803,6.590707,0.46714
Hohoe Municipal,Volta,59.95875479228335,8.145571121975472,1.2565801566994956,10.460243579175739,-4.699081924823712,-9.40666051433089,3.834184715500376,-11.458555865563845,3.0163580703040065,-0.1345791875105311,0.971788175636808,7.153187,0.477735
Keta Municipal,Volta,65.0141396032283,6.163553101473571,-1.7079120695537071,18.507482084177354,-7.688095005288842,-9.86809869758812,3.9503355866032956,-5.394779808633719,-0.4462755941286005,-2.015238813779156,0.8215138371447316,5.9215688,0.9910728
Ketu North Municipal,Volta,65.26380021445779,7.401692814423527,-1.2319738852364885,18.74029054217155,-8.257544772495741,-9.973491240673619,4.32303686610325,-4.513051227448626,0.7832751980073223,-1.9605945694369566,0.8638698358413823,6.192057,0.981151401381816
Ketu South Municipal,Volta,65.21671561355203,6.944906406204911,-1.6081668187120002,18.66268053911803,-7.959040992500039,-9.988532412675942,4.139224563845716,-4.958229394863775,0.17348873193012437,-1.9381338142191815,0.85397961330353,6.07748514999999,1.0706219725046
Kpando Municipal,Volta,61.628924046113546,8.040407480905385,1.748805687252288,13.175003758965772,-5.787636669126643,-9.34453258617997,3.93126885008643,-9.295506874681635,2.1961341155169958,-0.9288649362696031,0.9651008858816423,7.0000115,0.318327973849328
North Dayi,Volta,62.12934805313803,7.7689966870047495,1.9959504712318799,13.93870262875405,-6.030107263790773,-9.248243836930369,3.953602657255629,-8.77430598707371,1.9264007877883422,-1.1770091199489028,0.9589047222328462,6.91384645,0.22267318926127
North Tongu,Volta,40.89098973679522,6.559629176566421,-0.7147894466509186,25.453317127287455,6.207872634911082,-26.832802513385104,-12.595516216951278,-4.763227651283926,6.753415487074143,0.8194272488441623,0.8920345537068459,6.14399495,0.297188924896433
South Dayi,Volta,64.82070913019548,8.255662670161179,1.0809250843718416,18.581337080714945,-8.244745115419711,-9.368105540928983,4.63094875642407,-4.324826427191716,1.4227493700152785,-1.988528539033779,0.8751104149041082,6.5449087,0.240546020283373
South Tongu,Volta,40.96251525580874,5.886366637717148,-1.5534513939804668,25.38245661899539,6.454450748196293,-26.835285615607255,-12.804844246289807,-5.237564109511148,6.055426510007473,0.7571270799612861,0.8404194268974096,5.96577275,0.641061228110148
Ahanta West Municipal,Western,52.4650051787217,8.211310120902397,3.071480630558806,30.431320414412948,2.7963470379148,-7.2757832262128375,-2.7718297379662964,4.4930646603760245,-6.59962975961114,4.167134361418782,0.9059362803760149,4.8514282,-1.98665461803006
Effia Kwesimintsim Municipal,Western,52.33162424116791,8.024208215525098,3.000258240612891,30.308323072788312,3.0029933472857295,-7.298577726390622,-2.6826271408054088,4.111992688145413,-6.637677982703465,4.17653165320176,0.902978776152048,4.96766095,-1.80360599719917
Ellembelle,Western,52.61061941746058,7.7695102310744355,3.3018782393551684,30.435842913161487,5.140213244384524,-7.251243232908113,1.1360424912882245,2.6732383977679133,-10.531084070636034,0.7093321024288307,0.8969815366312568,5.14952214999999,-2.42142536190491
Jomoro Municipal,Western,52.9155517653246,7.055678096234485,3.4105974365073406,30.545648009288204,5.10203690999352,-7.193815955907665,0.9081936394398261,2.540552056272727,-10.382906002774897,0.6026443247371007,0.8732196051817005,5.199616,-2.61473434715296
Mpohor,Western,52.451859462944114,8.134008496988173,3.0188799864935447,30.266825760595182,2.8454218375759774,-7.176696140965973,-2.7011023590330803,4.193014244416368,-6.719512455418376,4.11995787772377,0.907577869796916,4.9705877,-1.8927971
Nzema East Municipal,Western,52.67686688415041,8.202567471918343,3.173423271564543,30.25222006935774,2.4528878145907513,-6.817330649543821,-2.767189838157934,4.593178168142886,-6.671513534394714,3.970875155843964,0.9107823587448836,5.08576495,-2.22263416898707
Prestea/Huni Valley Municipal,Western,53.453001193453304,8.36682028188779,3.2224438440811802,29.18865625028048,1.7311529471038192,-5.886323169512767,-2.3407247746959703,3.350332946412326,-7.715724147897196,3.3524015821051023,0.9336384770060302,5.44481979999999,-2.04050432321944
"Sekondi Takoradi Metropolitan Area (STMA)-Takoradi, Sekondi & Essikado-Ketan",Western,52.307078090460685,7.9051703135542635,2.9772806134240946,29.94642669201513,2.8415650732869824,-6.987892204886876,-2.6192072910333932,3.7331268514839095,-6.717651486650717,3.874877586262503,0.898195086023875,4.95328,-1.73308
Shama,Western,52.30448284639717,7.770181392536825,2.8871875142922097,29.50239132601434,2.686808257919103,-6.570487679651482,-2.5246933594870065,3.2392297326239827,-6.878046520016957,3.5621005032679847,0.8971363498593374,5.0606463,-1.64288365568687
Tarkwa-Nsuaem Municipal,Western,53.15099783049519,8.228733542691016,3.131886481828753,29.295192995595638,1.8023645409089273,-5.900372512481908,-2.5352826537269055,3.604635741290817,-7.381646255177652,3.2730355366564012,0.9265933414529333,5.310935,-1.992426
Wassa Amenfi Central,Western,53.900644620160186,7.722401887714984,3.5921522166090045,30.258612866764953,3.4882831086680435,-5.735764126493093,1.01905522951665,3.801581594597734,-10.316449925785898,0.20104038111044936,0.9445427144230143,5.7890318,-2.0839856
Wassa Amenfi East Municipal,Western,54.50684520768659,7.419242995323767,3.642721289094772,29.174913719680006,2.2100278132679634,-4.5983898577957305,0.49978903229315463,2.9969855878786404,-10.19523040451006,-0.12775995832755882,0.9530266475952339,5.87660585,-1.98975398510416
Wassa Amenfi West Municipal,Western,54.77152112410062,3.2770200976710133,3.738701615489186,30.07122550964978,3.7308019138457333,-5.212759437192617,-1.154216424297091,1.6293495572068195,-9.031103732886034,0.7920425944050694,0.8626576119103526,5.7735167,-2.5321498
Wassa East,Western,54.206177554132054,7.907009774012174,2.7927768271701496,25.90368958126939,-1.2481228296690965,-1.8435487867301525,-2.479539489371865,1.367781708637981,-8.646030191216838,-0.1874858051142776,0.9201127258420616,5.3622378,-1.62070954561049
Aowin Municipal,Western North,56.23144030531203,1.739907947535171,3.570828610868793,27.20060363046773,6.184974440643105,-5.376127376910529,-5.263935387036634,10.980217617110869,-3.1326400927077658,0.7250438205503675,0.824136110482933,5.69311555,-2.7557437678514
Bia East,Western North,68.33534851307685,-0.5422654320404179,3.048687276986737,-9.80872045227882,2.2077846717729734,5.047746423644423,-13.981325261891042,-26.000499471182124,-6.004880692702567,-0.46017948315584806,0.7017809468248726,6.817878,-3.00681786775424
Bia West,Western North,69.59182183201969,-2.6205941933012125,3.5904180088458704,-11.41822727135432,3.1726735328702773,6.069953031815852,-15.1271031905506,-26.43617573682331,-6.120953331607218,-0.4413933955399683,0.7270398585470395,6.56894165,-3.06628883975843
Bibiani Anhwiaso Bekwai Municipal,Western North,55.945574124962825,2.468274595318759,4.712353268508746,23.51666166178628,-3.4214132890617996,4.605629149141041,-12.686034791681456,-3.5118192100021277,-1.1766354523144278,2.065050804655798,0.9251078113997878,6.29602085,-2.23398871855776
Bodi,Western North,58.88251439767913,-3.7803028537636485,4.202833399310891,25.56211383137464,0.9893738538506555,0.10957313350179851,-7.907943778695618,6.00235614015282,-1.4556240737712705,1.7053845409297026,0.7589216415546945,6.24012575,-2.87347603617418
Juaboso,Western North,57.8451068061896,-3.3905432236613424,4.295091088931476,23.234727906044192,-4.639894300299188,5.329190279238392,-12.196171871139434,-2.8087727271513523,-0.20907588606962657,2.26404477803927,0.7467300459685691,6.3415722,-2.8235416
Sefwi Akontombra,Western North,58.04759107083224,-2.66988201540958,4.01878251140674,26.4934576030512,3.3013664924067103,-1.5887820163347068,-7.320499221320524,7.533476144456469,-2.4292240906795786,1.435809736545568,0.7939990429069719,6.0425529,-2.8760069
Sefwi Wiawso Municipal,Western North,57.846818300869366,-0.45099798859484524,5.040933157417042,23.283364476662417,-4.186834296821701,5.236442503659452,-12.974204179689906,-2.6802412064349626,0.15392761935205418,2.1691188082279624,0.8266809559493616,6.30540429999999,-2.51755838219394
Suaman,Western North,57.84368413092215,-3.653056216265453,3.8646518468752,25.797048193180874,1.7758596359640675,-0.07081297884405115,-8.374690762158055,5.409379606615073,-2.1247706563669544,1.7159880555093654,0.7752805752866523,6.10824159999999,-3.00869712063798
